state,district,market_id,market_name,commodity,date,day_of_week,month,day_of_year,arrivals_tonnes,mandi_capacity_mt,modal_price_rs_qtl,min_price_rs_qtl,max_price_rs_qtl,msp_rs_qtl,msp_spread_rs_qtl,rainfall_48h_mm,rain_alert,satellite_ndvi_index,source,lag_arrival_t1,lag_arrival_t7,rolling_mean_7d
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-07,5,10,280,515.4,950,1973,1835,2072,2183,-210,0.0,0,0.769,Agmarknet-DMI / IMD-Grid / Sentinel-2,650.8,40.3,614.3
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-08,6,10,281,8.9,950,2019,1878,2120,2183,-164,0.0,0,0.827,Agmarknet-DMI / IMD-Grid / Sentinel-2,515.4,10.0,614.2
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-09,0,10,282,747.3,950,2012,1871,2113,2183,-171,0.0,0,0.854,Agmarknet-DMI / IMD-Grid / Sentinel-2,8.9,902.0,592.1
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-10,1,10,283,758.9,950,1945,1809,2042,2183,-238,0.0,0,0.867,Agmarknet-DMI / IMD-Grid / Sentinel-2,747.3,808.4,585.0
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-11,2,10,284,831.2,950,1934,1799,2031,2183,-249,0.0,0,0.783,Agmarknet-DMI / IMD-Grid / Sentinel-2,758.9,715.6,601.5
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-12,3,10,285,670.0,950,1999,1859,2099,2183,-184,0.0,0,0.803,Agmarknet-DMI / IMD-Grid / Sentinel-2,831.2,698.1,597.5
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-13,4,10,286,647.9,950,2043,1900,2145,2183,-140,0.0,0,0.81,Agmarknet-DMI / IMD-Grid / Sentinel-2,670.0,650.8,597.1
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-14,5,10,287,604.5,950,1986,1847,2085,2183,-197,0.0,0,0.874,Agmarknet-DMI / IMD-Grid / Sentinel-2,647.9,515.4,609.8
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-15,6,10,288,9.9,950,2022,1880,2123,2183,-161,0.0,0,0.834,Agmarknet-DMI / IMD-Grid / Sentinel-2,604.5,8.9,610.0
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-16,0,10,289,832.2,950,1951,1814,2049,2183,-232,0.0,0,0.843,Agmarknet-DMI / IMD-Grid / Sentinel-2,9.9,747.3,622.1
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-17,1,10,290,793.6,950,2021,1880,2122,2183,-162,0.0,0,0.818,Agmarknet-DMI / IMD-Grid / Sentinel-2,832.2,758.9,627.0
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-18,2,10,291,715.6,950,1990,1851,2090,2183,-193,0.0,0,0.805,Agmarknet-DMI / IMD-Grid / Sentinel-2,793.6,831.2,610.5
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-19,3,10,292,719.7,950,1975,1837,2074,2183,-208,0.0,0,0.757,Agmarknet-DMI / IMD-Grid / Sentinel-2,715.6,670.0,617.6
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-20,4,10,293,644.0,950,2034,1892,2136,2183,-149,0.0,0,0.762,Agmarknet-DMI / IMD-Grid / Sentinel-2,719.7,647.9,617.1
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-21,5,10,294,572.8,950,2005,1865,2105,2183,-178,0.0,0,0.844,Agmarknet-DMI / IMD-Grid / Sentinel-2,644.0,604.5,612.5
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-22,6,10,295,10.9,950,2122,1973,2228,2183,-61,0.0,0,0.776,Agmarknet-DMI / IMD-Grid / Sentinel-2,572.8,9.9,612.7
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-23,0,10,296,875.1,950,2007,1867,2107,2183,-176,0.0,0,0.793,Agmarknet-DMI / IMD-Grid / Sentinel-2,10.9,832.2,618.8
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-24,1,10,297,709.9,950,2018,1877,2119,2183,-165,0.0,0,0.753,Agmarknet-DMI / IMD-Grid / Sentinel-2,875.1,793.6,606.9
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-25,2,10,298,741.6,950,2007,1867,2107,2183,-176,0.0,0,0.756,Agmarknet-DMI / IMD-Grid / Sentinel-2,709.9,715.6,610.6
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-26,3,10,299,664.1,950,2027,1885,2128,2183,-156,0.0,0,0.84,Agmarknet-DMI / IMD-Grid / Sentinel-2,741.6,719.7,602.6
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-27,4,10,300,672.2,950,1997,1857,2097,2183,-186,0.0,0,0.805,Agmarknet-DMI / IMD-Grid / Sentinel-2,664.1,644.0,606.7
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-28,5,10,301,597.4,950,2033,1891,2135,2183,-150,0.0,0,0.786,Agmarknet-DMI / IMD-Grid / Sentinel-2,672.2,572.8,610.2
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-29,6,10,302,10.4,950,2099,1952,2204,2183,-84,0.0,0,0.848,Agmarknet-DMI / IMD-Grid / Sentinel-2,597.4,10.9,610.1
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-30,0,10,303,789.6,950,2022,1880,2123,2183,-161,0.0,0,0.753,Agmarknet-DMI / IMD-Grid / Sentinel-2,10.4,875.1,597.9
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-10-31,1,10,304,792.1,950,1936,1800,2033,2183,-247,0.0,0,0.774,Agmarknet-DMI / IMD-Grid / Sentinel-2,789.6,709.9,609.6
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-01,2,11,305,1017.1,950,1973,1835,2072,2183,-210,0.0,0,0.872,Agmarknet-DMI / IMD-Grid / Sentinel-2,792.1,741.6,649.0
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-02,3,11,306,968.9,950,2016,1875,2117,2183,-167,0.0,0,0.782,Agmarknet-DMI / IMD-Grid / Sentinel-2,1017.1,664.1,692.5
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-03,4,11,307,854.0,950,1975,1837,2074,2183,-208,0.0,0,0.792,Agmarknet-DMI / IMD-Grid / Sentinel-2,968.9,672.2,718.5
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-04,5,11,308,829.7,950,1925,1790,2021,2183,-258,0.0,0,0.772,Agmarknet-DMI / IMD-Grid / Sentinel-2,854.0,597.4,751.7
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-05,6,11,309,14.3,950,2104,1957,2209,2183,-79,0.0,0,0.85,Agmarknet-DMI / IMD-Grid / Sentinel-2,829.7,10.4,752.2
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-06,0,11,310,1030.9,950,1927,1792,2023,2183,-256,0.0,0,0.766,Agmarknet-DMI / IMD-Grid / Sentinel-2,14.3,789.6,786.7
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-07,1,11,311,976.6,950,1989,1850,2088,2183,-194,0.0,0,0.841,Agmarknet-DMI / IMD-Grid / Sentinel-2,1030.9,792.1,813.1
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-08,2,11,312,1040.0,950,1945,1809,2042,2183,-238,0.0,0,0.758,Agmarknet-DMI / IMD-Grid / Sentinel-2,976.6,1017.1,816.3
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-09,3,11,313,823.8,950,2006,1866,2106,2183,-177,0.0,0,0.782,Agmarknet-DMI / IMD-Grid / Sentinel-2,1040.0,968.9,795.6
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-10,4,11,314,871.6,950,1953,1816,2051,2183,-230,0.0,0,0.782,Agmarknet-DMI / IMD-Grid / Sentinel-2,823.8,854.0,798.1
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-11,5,11,315,765.4,950,1985,1846,2084,2183,-198,0.0,0,0.81,Agmarknet-DMI / IMD-Grid / Sentinel-2,871.6,829.7,788.9
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-12,6,11,316,12.7,950,2065,1920,2168,2183,-118,0.0,0,0.775,Agmarknet-DMI / IMD-Grid / Sentinel-2,765.4,14.3,788.7
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-13,0,11,317,1128.7,950,1892,1760,1987,2183,-291,0.0,0,0.859,Agmarknet-DMI / IMD-Grid / Sentinel-2,12.7,1030.9,802.7
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-14,1,11,318,1085.3,950,1985,1846,2084,2183,-198,0.0,0,0.769,Agmarknet-DMI / IMD-Grid / Sentinel-2,1128.7,976.6,818.2
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-15,2,11,319,969.1,950,2016,1875,2117,2183,-167,0.0,0,0.784,Agmarknet-DMI / IMD-Grid / Sentinel-2,1085.3,1040.0,808.1
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-16,3,11,320,936.1,950,2024,1882,2125,2183,-159,0.0,0,0.849,Agmarknet-DMI / IMD-Grid / Sentinel-2,969.1,823.8,824.1
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-17,4,11,321,907.7,950,1959,1822,2057,2183,-224,0.0,0,0.856,Agmarknet-DMI / IMD-Grid / Sentinel-2,936.1,871.6,829.3
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-18,5,11,322,706.2,950,2025,1883,2126,2183,-158,0.0,0,0.868,Agmarknet-DMI / IMD-Grid / Sentinel-2,907.7,765.4,820.8
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-19,6,11,323,13.8,950,2032,1890,2134,2183,-151,0.0,0,0.843,Agmarknet-DMI / IMD-Grid / Sentinel-2,706.2,12.7,821.0
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-20,0,11,324,1024.4,950,2005,1865,2105,2183,-178,0.0,0,0.823,Agmarknet-DMI / IMD-Grid / Sentinel-2,13.8,1128.7,806.1
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-21,1,11,325,1128.0,950,1917,1783,2013,2183,-266,0.0,0,0.828,Agmarknet-DMI / IMD-Grid / Sentinel-2,1024.4,1085.3,812.2
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-22,2,11,326,1092.2,950,2012,1871,2113,2183,-171,0.0,0,0.799,Agmarknet-DMI / IMD-Grid / Sentinel-2,1128.0,969.1,829.8
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-23,3,11,327,862.4,950,1943,1807,2040,2183,-240,0.0,0,0.841,Agmarknet-DMI / IMD-Grid / Sentinel-2,1092.2,936.1,819.2
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-24,4,11,328,906.8,950,1966,1828,2064,2183,-217,0.0,0,0.874,Agmarknet-DMI / IMD-Grid / Sentinel-2,862.4,907.7,819.1
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-25,5,11,329,706.9,950,2015,1874,2116,2183,-168,0.0,0,0.862,Agmarknet-DMI / IMD-Grid / Sentinel-2,906.8,706.2,819.2
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-26,6,11,330,14.0,950,2110,1962,2216,2183,-73,0.0,0,0.774,Agmarknet-DMI / IMD-Grid / Sentinel-2,706.9,13.8,819.2
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-27,0,11,331,1131.5,950,1895,1762,1990,2183,-288,0.0,0,0.861,Agmarknet-DMI / IMD-Grid / Sentinel-2,14.0,1024.4,834.5
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-28,1,11,332,1106.1,950,1929,1794,2025,2183,-254,0.0,0,0.774,Agmarknet-DMI / IMD-Grid / Sentinel-2,1131.5,1128.0,831.4
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-29,2,11,333,1025.7,950,2000,1860,2100,2183,-183,0.0,0,0.835,Agmarknet-DMI / IMD-Grid / Sentinel-2,1106.1,1092.2,821.9
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-11-30,3,11,334,1499.1,950,1938,1802,2035,2183,-245,37.6,1,0.773,Agmarknet-DMI / IMD-Grid / Sentinel-2,1025.7,862.4,912.9
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-01,4,12,335,632.6,950,1990,1851,2090,2183,-193,0.0,0,0.766,Agmarknet-DMI / IMD-Grid / Sentinel-2,1499.1,906.8,873.7
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-02,5,12,336,472.9,950,2050,1906,2152,2183,-133,0.0,0,0.76,Agmarknet-DMI / IMD-Grid / Sentinel-2,632.6,706.9,840.3
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-03,6,12,337,9.5,950,2101,1954,2206,2183,-82,0.0,0,0.782,Agmarknet-DMI / IMD-Grid / Sentinel-2,472.9,14.0,839.6
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-04,0,12,338,866.2,950,1955,1818,2053,2183,-228,0.0,0,0.765,Agmarknet-DMI / IMD-Grid / Sentinel-2,9.5,1131.5,801.7
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-05,1,12,339,844.1,950,1983,1844,2082,2183,-200,0.0,0,0.761,Agmarknet-DMI / IMD-Grid / Sentinel-2,866.2,1106.1,764.3
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-06,2,12,340,756.6,950,2039,1896,2141,2183,-144,0.0,0,0.847,Agmarknet-DMI / IMD-Grid / Sentinel-2,844.1,1025.7,725.9
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-07,3,12,341,768.6,950,2047,1904,2149,2183,-136,24.3,0,0.794,Agmarknet-DMI / IMD-Grid / Sentinel-2,756.6,1499.1,621.5
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-08,4,12,342,678.6,950,1956,1819,2054,2183,-227,0.0,0,0.78,Agmarknet-DMI / IMD-Grid / Sentinel-2,768.6,632.6,628.1
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-09,5,12,343,522.6,950,2046,1903,2148,2183,-137,0.0,0,0.757,Agmarknet-DMI / IMD-Grid / Sentinel-2,678.6,472.9,635.2
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-10,6,12,344,9.7,950,2027,1885,2128,2183,-156,0.0,0,0.847,Agmarknet-DMI / IMD-Grid / Sentinel-2,522.6,9.5,635.2
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-11,0,12,345,819.1,950,2034,1892,2136,2183,-149,0.0,0,0.843,Agmarknet-DMI / IMD-Grid / Sentinel-2,9.7,866.2,628.5
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-12,1,12,346,816.3,950,1944,1808,2041,2183,-239,0.0,0,0.774,Agmarknet-DMI / IMD-Grid / Sentinel-2,819.1,844.1,624.5
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-13,2,12,347,775.0,950,1929,1794,2025,2183,-254,0.0,0,0.819,Agmarknet-DMI / IMD-Grid / Sentinel-2,816.3,756.6,627.1
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-14,3,12,348,685.8,950,2017,1876,2118,2183,-166,0.0,0,0.8,Agmarknet-DMI / IMD-Grid / Sentinel-2,775.0,768.6,615.3
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-15,4,12,349,700.5,950,1959,1822,2057,2183,-224,0.0,0,0.771,Agmarknet-DMI / IMD-Grid / Sentinel-2,685.8,678.6,618.4
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-16,5,12,350,544.6,950,2069,1924,2172,2183,-114,0.0,0,0.876,Agmarknet-DMI / IMD-Grid / Sentinel-2,700.5,522.6,621.6
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-17,6,12,351,9.4,950,2031,1889,2133,2183,-152,0.0,0,0.806,Agmarknet-DMI / IMD-Grid / Sentinel-2,544.6,9.7,621.5
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-18,0,12,352,833.5,950,1959,1822,2057,2183,-224,0.0,0,0.837,Agmarknet-DMI / IMD-Grid / Sentinel-2,9.4,819.1,623.6
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-19,1,12,353,887.5,950,1939,1803,2036,2183,-244,0.0,0,0.879,Agmarknet-DMI / IMD-Grid / Sentinel-2,833.5,816.3,633.8
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-20,2,12,354,795.3,950,2046,1903,2148,2183,-137,0.0,0,0.75,Agmarknet-DMI / IMD-Grid / Sentinel-2,887.5,775.0,636.7
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-21,3,12,355,743.3,950,2017,1876,2118,2183,-166,0.0,0,0.798,Agmarknet-DMI / IMD-Grid / Sentinel-2,795.3,685.8,644.9
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-22,4,12,356,660.5,950,2032,1890,2134,2183,-151,0.0,0,0.754,Agmarknet-DMI / IMD-Grid / Sentinel-2,743.3,700.5,639.2
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-23,5,12,357,467.5,950,2019,1878,2120,2183,-164,0.0,0,0.856,Agmarknet-DMI / IMD-Grid / Sentinel-2,660.5,544.6,628.1
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-24,6,12,358,9.7,950,2080,1934,2184,2183,-103,0.0,0,0.823,Agmarknet-DMI / IMD-Grid / Sentinel-2,467.5,9.4,628.2
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-25,0,12,359,782.1,950,1947,1811,2044,2183,-236,0.0,0,0.788,Agmarknet-DMI / IMD-Grid / Sentinel-2,9.7,833.5,620.8
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-26,1,12,360,800.1,950,2000,1860,2100,2183,-183,0.0,0,0.777,Agmarknet-DMI / IMD-Grid / Sentinel-2,782.1,887.5,608.4
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-27,2,12,361,785.1,950,2006,1866,2106,2183,-177,0.0,0,0.864,Agmarknet-DMI / IMD-Grid / Sentinel-2,800.1,795.3,606.9
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-28,3,12,362,718.1,950,2038,1895,2140,2183,-145,0.0,0,0.751,Agmarknet-DMI / IMD-Grid / Sentinel-2,785.1,743.3,603.3
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-29,4,12,363,630.0,950,1950,1814,2048,2183,-233,0.0,0,0.786,Agmarknet-DMI / IMD-Grid / Sentinel-2,718.1,660.5,598.9
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-30,5,12,364,550.9,950,2034,1892,2136,2183,-149,0.0,0,0.818,Agmarknet-DMI / IMD-Grid / Sentinel-2,630.0,467.5,610.9
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2023-12-31,6,12,365,8.9,950,2126,1977,2232,2183,-57,0.0,0,0.878,Agmarknet-DMI / IMD-Grid / Sentinel-2,550.9,9.7,610.7
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-01,0,1,1,91.2,950,2156,2005,2264,2300,-144,0.0,0,0.376,Agmarknet-DMI / IMD-Grid / Sentinel-2,8.9,782.1,512.0
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-02,1,1,2,95.8,950,2215,2060,2326,2300,-85,0.0,0,0.376,Agmarknet-DMI / IMD-Grid / Sentinel-2,91.2,800.1,411.4
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-03,2,1,3,58.1,950,2175,2023,2284,2300,-125,32.4,1,0.339,Agmarknet-DMI / IMD-Grid / Sentinel-2,95.8,785.1,307.6
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-04,3,1,4,78.1,950,2188,2035,2297,2300,-112,0.0,0,0.464,Agmarknet-DMI / IMD-Grid / Sentinel-2,58.1,718.1,216.1
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-05,4,1,5,64.5,950,2149,1999,2256,2300,-151,0.0,0,0.425,Agmarknet-DMI / IMD-Grid / Sentinel-2,78.1,630.0,135.4
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-06,5,1,6,62.8,950,2210,2055,2320,2300,-90,0.0,0,0.457,Agmarknet-DMI / IMD-Grid / Sentinel-2,64.5,550.9,65.6
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-07,6,1,7,0.9,950,2234,2078,2346,2300,-66,19.4,0,0.363,Agmarknet-DMI / IMD-Grid / Sentinel-2,62.8,8.9,64.5
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-08,0,1,8,99.8,950,2140,1990,2247,2300,-160,0.0,0,0.366,Agmarknet-DMI / IMD-Grid / Sentinel-2,0.9,91.2,65.7
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-09,1,1,9,83.6,950,2221,2066,2332,2300,-79,0.0,0,0.398,Agmarknet-DMI / IMD-Grid / Sentinel-2,99.8,95.8,64.0
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-10,2,1,10,85.6,950,2124,1975,2230,2300,-176,0.0,0,0.372,Agmarknet-DMI / IMD-Grid / Sentinel-2,83.6,58.1,67.9
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-11,3,1,11,72.2,950,2155,2004,2263,2300,-145,0.0,0,0.364,Agmarknet-DMI / IMD-Grid / Sentinel-2,85.6,78.1,67.1
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-12,4,1,12,71.4,950,2213,2058,2324,2300,-87,0.0,0,0.319,Agmarknet-DMI / IMD-Grid / Sentinel-2,72.2,64.5,68.0
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-13,5,1,13,55.7,950,2227,2071,2338,2300,-73,0.0,0,0.338,Agmarknet-DMI / IMD-Grid / Sentinel-2,71.4,62.8,67.0
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-14,6,1,14,1.1,950,2140,1990,2247,2300,-160,0.0,0,0.389,Agmarknet-DMI / IMD-Grid / Sentinel-2,55.7,0.9,67.1
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-15,0,1,15,72.1,950,2180,2027,2289,2300,-120,28.0,1,0.418,Agmarknet-DMI / IMD-Grid / Sentinel-2,1.1,99.8,63.1
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-16,1,1,16,86.3,950,2138,1988,2245,2300,-162,0.0,0,0.479,Agmarknet-DMI / IMD-Grid / Sentinel-2,72.1,83.6,63.5
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-17,2,1,17,79.8,950,2231,2075,2343,2300,-69,0.0,0,0.429,Agmarknet-DMI / IMD-Grid / Sentinel-2,86.3,85.6,62.7
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-18,3,1,18,84.7,950,2152,2001,2260,2300,-148,0.0,0,0.395,Agmarknet-DMI / IMD-Grid / Sentinel-2,79.8,72.2,64.4
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-19,4,1,19,74.0,950,2217,2062,2328,2300,-83,0.0,0,0.498,Agmarknet-DMI / IMD-Grid / Sentinel-2,84.7,71.4,64.8
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-20,5,1,20,61.0,950,2235,2079,2347,2300,-65,0.0,0,0.304,Agmarknet-DMI / IMD-Grid / Sentinel-2,74.0,55.7,65.6
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-21,6,1,21,1.1,950,2244,2087,2356,2300,-56,0.0,0,0.383,Agmarknet-DMI / IMD-Grid / Sentinel-2,61.0,1.1,65.6
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-22,0,1,22,91.1,950,2186,2033,2295,2300,-114,0.0,0,0.357,Agmarknet-DMI / IMD-Grid / Sentinel-2,1.1,72.1,68.3
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-23,1,1,23,83.6,950,2231,2075,2343,2300,-69,0.0,0,0.385,Agmarknet-DMI / IMD-Grid / Sentinel-2,91.1,86.3,67.9
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-24,2,1,24,84.8,950,2201,2047,2311,2300,-99,0.0,0,0.487,Agmarknet-DMI / IMD-Grid / Sentinel-2,83.6,79.8,68.6
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-25,3,1,25,82.9,950,2122,1973,2228,2300,-178,0.0,0,0.392,Agmarknet-DMI / IMD-Grid / Sentinel-2,84.8,84.7,68.4
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-26,4,1,26,78.6,950,2174,2022,2283,2300,-126,0.0,0,0.301,Agmarknet-DMI / IMD-Grid / Sentinel-2,82.9,74.0,69.0
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-27,5,1,27,60.1,950,2216,2061,2327,2300,-84,0.0,0,0.337,Agmarknet-DMI / IMD-Grid / Sentinel-2,78.6,61.0,68.9
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-28,6,1,28,0.9,950,2240,2083,2352,2300,-60,33.2,1,0.481,Agmarknet-DMI / IMD-Grid / Sentinel-2,60.1,1.1,68.9
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-29,0,1,29,99.1,950,2170,2018,2278,2300,-130,0.0,0,0.375,Agmarknet-DMI / IMD-Grid / Sentinel-2,0.9,91.1,70.0
Madhya Pradesh,Sehore,1,Sehore Main Hub APMC,Paddy,2024-01-30,1,1,30,84.7,950,2136,1986,2243,2300,-164,0.0,0,0.48,Agmarknet-DMI / IMD-Grid / Sentinel-2,99.1,83.6,70.2
